Gene.Ensembl	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	rank
753	ENSMUSG00000083435	2.36142109814783	-2.00580203720222	4.65209232906579	9.90923818681053e-05	0.00191131175863527	1.37223811926838	Gm15824	82
1823	ENSMUSG00000021411	2.36038477617368	-1.1970011415499	3.34651158046492	0.00267166741039017	0.021285407278391	-1.52373568440486	Pxdc1	83
2207	ENSMUSG00000066443	2.35508009894304	5.63053353064171	3.06804327459962	0.00525113202819982	0.0345544770070742	-2.43367418736277	Gm10163	84
1470	ENSMUSG00000029581	2.34669251449367	-1.64193399713781	3.66665880812499	0.00120793630949803	0.0119347394279928	-0.838958811851094	Fscn1	85
1188	ENSMUSG00000037003	2.34449335744747	-1.24685102452504	3.95554273128452	0.000583762921859761	0.00713684568778717	-0.211829132951906	Tns2	86
2194	ENSMUSG00000081339	2.33505849086767	-2.25607366894454	3.07732609604994	0.00513554182822836	0.0339966315009976	-2.07041217476628	Gm16044	87
305	ENSMUSG00000003352	2.32763547163494	-0.613504848906312	6.01052294645307	3.23110957726908e-06	0.000153864378689364	4.59411964150617	Cacnb3	88
1877	ENSMUSG00000078490	2.3267483244656	-0.231004097083452	3.29534628860698	0.00302836939639063	0.023433157758752	-1.78127189731398	Cfap74	89
35	ENSMUSG00000068606	2.32552749673553	2.66473059006739	10.3186978982645	2.46842737519202e-10	1.00255376323768e-07	13.7919834421975	Gm4841	90
198	ENSMUSG00000091831	2.32181138853431	0.91018988503592	6.66435530415613	6.58606828619401e-07	4.8311139287213e-05	6.08426675466722	Gm4707	91
632	ENSMUSG00000089844	2.31622080008701	-0.50088101854776	4.92636408832072	4.92471161354475e-05	0.00113174859928994	1.98771542020037	A530032D15Rik	92
85	ENSMUSG00000034573	2.30754452049538	1.47612069712731	8.08973007618358	2.46553521163401e-08	4.21287451926734e-06	9.26170315736691	Ptpn13	93
875	ENSMUSG00000022425	2.2892267888038	-1.1911835906303	4.41387798104363	0.000181991618109738	0.00302085287020095	0.844684247255924	Enpp2	94
411	ENSMUSG00000048899	2.28891970252705	0.744730762367899	5.51723293687216	1.10396343527336e-05	0.000390120801311687	3.40910280983084	Rimkla	95
