Gene.Ensembl	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	rank
60	ENSMUSG00000095562	3.61554920735103	1.18703191612602	6.93290086275881	4.5667144557707e-07	0.00011847670039206	5.9902580259117	Erdr1	1
183	ENSMUSG00000038418	3.31288336571681	4.26997748807091	5.6788865357697	8.81020907588323e-06	0.000761770154140439	3.55748917179126	Egr1	2
1542	ENSMUSG00000096768	2.92175175666415	5.32068131721859	3.40278693274962	0.00244247194351548	0.0250630567848543	-2.12746708821818	Gm47283	3
1874	ENSMUSG00000097906	2.87509925958736	2.35860783371608	3.17212503341649	0.00425308932473061	0.035893369449123	-2.07301153004856	Gm9625	4
330	ENSMUSG00000067149	2.7871050557958	2.35637720900609	4.99083957209995	4.77411383024185e-05	0.0022854645211626	2.0800217904687	Jchain	5
1472	ENSMUSG00000050014	2.69772718145524	-0.969927607513904	3.45326300231542	0.002160836291244	0.023227522171436	-1.3732450357726	Apol10b	6
2	ENSMUSG00000021796	2.63445530874312	2.66970626419145	11.4552579880209	5.56793806531711e-11	4.40507420037563e-07	14.7119084467255	Bmpr1a	7
2523	ENSMUSG00000057886	2.54096996342333	0.113595563572801	2.79833618351161	0.010210176291085	0.0640096987075648	-2.62295915724744	Cbx3-ps6	8
1551	ENSMUSG00000083360	2.4513837768985	-2.02355100467215	3.39541961267776	0.00248646282669753	0.0253566480044372	-1.65970056663577	NA	9
389	ENSMUSG00000043753	2.31473023259458	0.115043412357891	4.87732659329099	6.32771775920055e-05	0.002573868331718	1.77999151898516	Dmrta1	10
804	ENSMUSG00000030110	2.30893537886549	-1.31932765536624	4.1292846448229	0.000408037350644175	0.00803031716323729	0.0270295739788402	Ret	11
2158	ENSMUSG00000040265	2.24961239221131	-0.503917064423369	3.00814085166665	0.00627021241860004	0.0459747780813292	-2.2300392854866	Dnm3	12
1	ENSMUSG00000052684	2.2480128131076	5.2986545923963	12.235772716704	1.5016365516044e-11	2.37603951560364e-07	16.5637007160702	Jun	13
34	ENSMUSG00000031618	2.229402840835	2.30457084050123	7.44307811556294	1.44756070285115e-07	6.7366920591805e-05	7.44457893724652	Nr3c2	14
926	ENSMUSG00000095088	2.20578556060766	-2.64821698637998	3.97027223087025	0.000605814500431644	0.0103419740188692	-0.861053927933553	Trav11d	15
1642	ENSMUSG00000090877	2.19397515171822	2.46817797635244	3.32597367656402	0.00294088431606301	0.0283313358803749	-2.06261506587986	Hspa1b	16
552	ENSMUSG00000097070	2.16786018258033	-0.934077161147722	4.51886853829248	0.000154495692485382	0.0044285966344134	0.845737852998756	NA	17
509	ENSMUSG00000027276	2.15839726624857	1.72464292626173	4.6153184174803	0.000121471874835671	0.00376663417825202	1.22346358394472	Jag1	18
2221	ENSMUSG00000089652	2.11580294083505	0.586234322772905	2.97059289188551	0.00684735095723912	0.0487580339290773	-2.31733326548362	Gm16025	19
1393	ENSMUSG00000021573	2.11510472260695	3.20187081555155	3.50880077379425	0.00188755156180336	0.0214405803032409	-1.47965942121882	Tppp	20
1609	ENSMUSG00000086467	2.11215320439739	-3.26966824673328	3.35516707058474	0.0027407824797415	0.026953015026072	-1.90894259376715	4930571N24Rik	21
32	ENSMUSG00000003545	2.07605972209633	4.29218192252075	7.49476707357259	1.29095770336363e-07	6.38338241885084e-05	7.62813702330264	Fosb	22
1079	ENSMUSG00000028597	2.05160883524183	-1.28248918866272	3.78371024157478	0.000961353126425185	0.0140977669318125	-0.976517048775638	Gpx7	23
3504	ENSMUSG00000038060	2.05058474099051	-1.9555739869008	2.41053644287369	0.0243236818680337	0.109838361357847	-3.31643476387842	Dlec1	24
21	ENSMUSG00000058755	2.03026477745777	4.23298076335528	7.85673441221177	5.84823585812936e-08	4.40650647538956e-05	8.43184990231999	Osm	25
2521	ENSMUSG00000001227	1.99085722349828	3.0328411063465	2.79889480426309	0.0101970833496078	0.0639918883570474	-3.04555614811006	Sema6b	26
3075	ENSMUSG00000030345	1.98275956940285	-0.617236816879528	2.56976511994543	0.0171300434820236	0.0881268935256702	-3.02121851630939	Dyrk4	27
736	ENSMUSG00000025175	1.96457654352568	-0.897297186980226	4.21805010237656	0.000327111634906535	0.00703245570533438	0.119793591925208	Fn3k	28
2194	ENSMUSG00000047787	1.95875268124745	-1.89585590618115	2.98242913882209	0.00666014074687936	0.0480218617470394	-2.30132016104153	Flrt1	29
557	ENSMUSG00000003541	1.94584966600938	2.93571939601614	4.51058254277032	0.000157721577423666	0.00448048208182168	0.859661217477792	Ier3	30
836	ENSMUSG00000062380	1.94079719390466	0.422620822474411	4.07656678680892	0.000465221758145439	0.00880352736590416	0.0133194898346511	Tubb3	31
3240	ENSMUSG00000026938	1.92239397420927	-2.82756664138466	2.50917059317416	0.0195951296445361	0.0956722528386759	-3.16536768041131	Fcna	32
3823	ENSMUSG00000067038	1.8714925362134	3.49441372566943	2.29819527522438	0.0309807177257911	0.128225973469838	-4.31958387815274	Rps12-ps3	33
4042	ENSMUSG00000006310	1.866646085828	4.03373324647411	2.2247303323866	0.0361956034893537	0.141692982190016	-4.18829757253986	Zbtb32	34
1219	ENSMUSG00000034842	1.83336971968395	0.362046350223091	3.65324473751288	0.00132550303107746	0.0171961274415855	-0.980122215546647	Art3	35
72	ENSMUSG00000027962	1.82481701900031	-2.32376970764903	6.74196414730174	7.08101178122642e-07	0.00015542625697685	4.3802303016899	Vcam1	36
