"Gene.Ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000024182",0.54685056515942,7.1205898658967,10.7798364632685,7.90378972195385e-11,8.96797904889281e-09,14.6059070678145
"ENSMUSG00000041736",0.863383883989122,5.43984483514531,10.7767958453692,7.94971418752067e-11,8.96797904889281e-09,14.7669486980329
"ENSMUSG00000056537",-0.749734409381277,6.66259464389228,-10.7726960327517,8.01207289869908e-11,8.97235200086433e-09,14.6233944379883
"ENSMUSG00000047604",1.23818877347541,3.82424446022371,10.7523829214036,8.32857170734825e-11,9.25919906769107e-09,14.8406131896808
"ENSMUSG00000025270",-4.10401685267149,2.14227959052522,-10.7315095066519,8.6672684911629e-11,9.56641965405908e-09,14.7830647218869
"ENSMUSG00000075042",-1.43594592340299,3.67903051666011,-10.7078224039179,9.06889926704322e-11,9.93821803964122e-09,14.7311952686149
"ENSMUSG00000069919",-3.90605762805445,6.84027750401116,-10.7005228904177,9.19650225337282e-11,1.00065771327125e-08,14.4353772320432
"ENSMUSG00000044629",1.67855256754105,2.80519541344861,10.6946374172665,9.30073523608577e-11,1.00487239431006e-08,14.5297041205254
"ENSMUSG00000058571",-2.43073108887654,0.819663835946948,-10.6587200704649,9.96382740457386e-11,1.06898629399281e-08,13.9177958899864
"ENSMUSG00000089788",-1.43435034331698,6.0998940159121,-10.6448195157203,1.0233382721454e-10,1.09028165078158e-08,14.3797610761151
"ENSMUSG00000026180",-1.29874587503063,4.0298715078831,-10.631766816888,1.0493350895832e-10,1.10390270715425e-08,14.5679979676686
"ENSMUSG00000036432",1.15945049393568,3.69666597184432,10.6283766093048,1.05619817263922e-10,1.10390270715425e-08,14.6126732290703
"ENSMUSG00000028337",1.15915988790888,6.98437982838998,10.6276334025758,1.05770889031205e-10,1.10390270715425e-08,14.3006211234252
"ENSMUSG00000027122",-0.696475404750337,4.94581370702806,-10.6020626694338,1.11106836405277e-10,1.15175748927687e-08,14.4240909167154
"ENSMUSG00000090665",-4.64089203789783,-1.56963050756011,-10.5978852939827,1.12004602754766e-10,1.15327155400243e-08,10.6834454898097
"ENSMUSG00000018379",-0.782080248199488,8.45381436497113,-10.5889879584574,1.13941785460596e-10,1.16539658169098e-08,14.2046384550746
"ENSMUSG00000074406",0.730795270798054,4.8971490764568,10.5570872268616,1.21176367284536e-10,1.23118399131083e-08,14.3534194678516
"ENSMUSG00000079293",-4.13842718822805,1.08111358101808,-10.5353856162657,1.26367524433693e-10,1.27548063148797e-08,13.1692903794907
"ENSMUSG00000055065",-0.506357097910337,9.16060023151424,-10.5202613661706,1.30120610803826e-10,1.28877109761932e-08,14.0641096104718
"ENSMUSG00000052305",-3.90961382558955,6.54021689957963,-10.5199398909518,1.30201621937966e-10,1.28877109761932e-08,14.0952691374438
"ENSMUSG00000046532",1.51332103608345,4.51392616215949,10.5177791911018,1.3074746640783e-10,1.28877109761932e-08,14.3652677084822
"ENSMUSG00000042345",0.557261120594232,7.0382427346617,10.5166077692629,1.31044382237397e-10,1.28877109761932e-08,14.0941825574466
"ENSMUSG00000085622",-1.40567283327932,3.80448133621775,-10.4666116498681,1.44387666144016e-10,1.41095259489268e-08,14.2973190918315
"ENSMUSG00000032481",-0.55673672716756,6.52576612134837,-10.4501908190508,1.49069849355933e-10,1.44748710684729e-08,13.9853155755213
"ENSMUSG00000004568",-0.484159329758761,8.80696395819103,-10.4369369820004,1.52963132060354e-10,1.47594991954085e-08,13.9019939690858
"ENSMUSG00000022440",1.4514513368888,2.64662617696219,10.4277558020194,1.55721471355368e-10,1.49053519404904e-08,14.1216028821319
"ENSMUSG00000024036",0.486300652017944,6.37818727208694,10.4242224731843,1.56796634439058e-10,1.49053519404904e-08,13.9352636972013
"ENSMUSG00000037772",0.954672749895269,4.29876436706477,10.4199004423901,1.58122215984027e-10,1.49053519404904e-08,14.1653854581785
"ENSMUSG00000059588",-1.04888928248743,4.57402380206736,-10.4191263099577,1.58360863401116e-10,1.49053519404904e-08,14.1422901425044
"ENSMUSG00000046805",-2.54621188465946,5.97779140263324,-10.4119098499062,1.60603494226453e-10,1.50242610269649e-08,14.0146866154589
"ENSMUSG00000020189",-0.769941786707726,6.75887047142875,-10.4005197370151,1.64210055042207e-10,1.52215344171271e-08,13.874146028608
"ENSMUSG00000035000",-0.866437685174562,7.08846727759516,-10.3990030443819,1.64696565848201e-10,1.52215344171271e-08,13.8622331608667
"ENSMUSG00000022679",2.11770840018122,2.06962209428037,10.3835043803433,1.69754171158932e-10,1.55950209216786e-08,13.8647100612222
"ENSMUSG00000044533",0.528644205718193,10.4253169835253,10.3373737260328,1.85777584430178e-10,1.68875033574806e-08,13.6981195996169
"ENSMUSG00000052563",-1.08498398418952,3.29751443501331,-10.336695386837,1.86024512280943e-10,1.68875033574806e-08,14.0398368852768
"ENSMUSG00000035765",0.669284991290589,5.34220907006833,10.3320986847164,1.87706741893368e-10,1.69399813772239e-08,13.8647910873616
"ENSMUSG00000005973",0.675177647448764,6.01976494810605,10.2325232681934,2.28269219791778e-10,2.04801542107921e-08,13.5897314297465
"ENSMUSG00000027035",-2.16815371557691,3.61703503892932,-10.2227766715846,2.32697837512319e-10,2.07561059483372e-08,13.8340893088639
"ENSMUSG00000051790",1.46048144927424,2.72232773239181,10.21567220662,2.35981708362458e-10,2.09273489577852e-08,13.7859466732981
"ENSMUSG00000049001",1.67601307773896,2.33993321246041,10.1985461663614,2.44095790257267e-10,2.15225150237183e-08,13.6017354426335
"ENSMUSG00000023495",1.49879803654675,2.66950728880445,10.195026095149,2.45798902105517e-10,2.15281581106816e-08,13.6536344377107
"ENSMUSG00000040584",0.972324368094626,6.06822200085271,10.19262791715,2.46966225230085e-10,2.15281581106816e-08,13.5353123907984
"ENSMUSG00000040659",0.761525737470615,7.05797224337938,10.1742695654991,2.56093817420929e-10,2.2197691225265e-08,13.426958081162
"ENSMUSG00000039630",-0.412652355516663,9.5687855978836,-10.1704663999747,2.58027825248651e-10,2.22396791851956e-08,13.3638771023979
"ENSMUSG00000033777",-3.92384111242432,1.11644577738966,-10.1589545944519,2.63974203380745e-10,2.26250962473038e-08,12.2976465705036
"ENSMUSG00000042312",0.977455644090862,4.38998631213635,10.1170776698917,2.86824624311256e-10,2.44470188121294e-08,13.5927622328476
"ENSMUSG00000064363",-1.11248725832064,11.348750994278,-10.1121028923349,2.8967153654709e-10,2.45377804123097e-08,13.2472604629276
"ENSMUSG00000027078",-1.86505545894384,3.82464069263863,-10.1096460310071,2.91088256748818e-10,2.45377804123097e-08,13.6162685281126
"ENSMUSG00000037138",-0.699141862205897,6.56825160223279,-10.0974502802159,2.98227310062622e-10,2.50022043222992e-08,13.2772866011735
"ENSMUSG00000045817",1.60673324404195,9.50720039307205,10.0742256890293,3.12325965064682e-10,2.60418747609911e-08,13.1711526943713
"ENSMUSG00000056055",1.46821557467661,4.08002965840832,10.0556996820841,3.24064192002702e-10,2.68745558578673e-08,13.4039369207511
"ENSMUSG00000027778",-1.01752831896393,6.66860392359714,-10.0447246029806,3.31231768268865e-10,2.73212784343061e-08,13.1519037228779
"ENSMUSG00000037202",0.695889791219026,6.72018659348474,10.031565353693,3.40041766804817e-10,2.78979721193556e-08,13.1456479001201
"ENSMUSG00000028634",-1.22251362488096,4.53296157200564,-10.0263177345431,3.43622066943925e-10,2.80417539949665e-08,13.3629309912044
"ENSMUSG00000025508",0.779698947665223,9.41091245639629,10.0052230704642,3.58411106584067e-10,2.90938793503321e-08,13.0307531302706
"ENSMUSG00000037992",0.592541958925421,6.49537953723467,9.99853064542769,3.63238943651009e-10,2.9330588807862e-08,13.0731243010207
"ENSMUSG00000090023",2.27045580415858,1.13403354536434,9.99316335281151,3.6715927226444e-10,2.94919243721521e-08,12.273045595065
"ENSMUSG00000028226",4.42643772799641,-1.24827809298311,9.9741946880539,3.81367237746826e-10,3.04736258412073e-08,11.0645877886567
"ENSMUSG00000070999",3.40566697830722,-0.240580069874162,9.97034565973419,3.84318771097385e-10,3.0550355368788e-08,10.8527937818703
"ENSMUSG00000034892",0.866429073101017,9.72486469978916,9.96762680928133,3.86417841011849e-10,3.05588789525968e-08,12.9521273397748
"ENSMUSG00000029530",-1.67526615678751,3.78945418838459,-9.96284068430881,3.9014170168369e-10,3.06951486524676e-08,13.2914868238525
"ENSMUSG00000032053",-1.00752552865672,5.77889053491194,-9.9506846563382,3.99766989170333e-10,3.12919650400574e-08,13.0066026518617
"ENSMUSG00000068252",0.640764614435058,5.26001657521537,9.94312492456253,4.05876035618902e-10,3.15578700088803e-08,12.963583930673
"ENSMUSG00000031787",0.577643953343243,5.7622212320996,9.94140665917078,4.07277946927278e-10,3.15578700088803e-08,13.018957524574
"ENSMUSG00000050088",-0.626113746101711,4.85184799787954,-9.93769780805546,4.10320995599123e-10,3.16338930375967e-08,13.1190964127223
"ENSMUSG00000018925",1.2207832913784,4.73139203093916,9.914620845712,4.29789383244654e-10,3.29691435886974e-08,13.1337961019883
"ENSMUSG00000031722",-3.90146282137534,0.312925242695307,-9.89859781641985,4.43864992034219e-10,3.378026242202e-08,12.173273952136
"ENSMUSG00000042406",0.685448783470084,7.18874248043431,9.8975891072771,4.44766849774999e-10,3.378026242202e-08,12.8447409097379
"ENSMUSG00000024042",1.32266167686655,5.10190889080192,9.8899537617023,4.51654952247446e-10,3.41344348639424e-08,12.951987633318
"ENSMUSG00000027130",-0.620244924126331,7.66007616076936,-9.87974326565816,4.61038441702716e-10,3.43889272433948e-08,12.7884688429033
