"Gene.Ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000079547",4.97832482123834,0.2241061756258,11.2086513640774,4.66463670488733e-11,6.10353004520573e-09,14.5206643485001
"ENSMUSG00000023034",1.5891269156766,5.14935873392855,11.1742928300469,4.96613120312842e-11,6.44000799948546e-09,15.0743365454278
"ENSMUSG00000032481",-0.774528695998074,6.42193410360166,-11.1327418261051,5.35784025843433e-11,6.88648424013276e-09,14.9281148724441
"ENSMUSG00000046324",-0.810532111598818,5.71891909234941,-11.0948471353554,5.74293492385788e-11,7.31670059948349e-09,14.8981107203672
"ENSMUSG00000032515",1.62262109241446,5.53960620717938,11.0696233661198,6.01503117788785e-11,7.59672285457766e-09,14.873050809307
"ENSMUSG00000024677",-0.697897002405263,9.81475934992811,-10.9808825651092,7.08299064976454e-11,8.86839277561898e-09,14.6830466336935
"ENSMUSG00000002346",-1.27270868798643,5.26923105843434,-10.9622374815243,7.33127518383088e-11,9.10080690341536e-09,14.6554433592833
"ENSMUSG00000067736",-1.65642628028172,7.27686605897483,-10.9490083932351,7.51288063090558e-11,9.1179035493344e-09,14.5760676323896
"ENSMUSG00000065947",-1.65642628028172,7.27686605897483,-10.9490083932351,7.51288063090558e-11,9.1179035493344e-09,14.5760676323896
"ENSMUSG00000040350",3.27214442674899,0.717555240149768,10.9464612620146,7.54837745032013e-11,9.1179035493344e-09,14.7981523811087
"ENSMUSG00000060938",2.29429711129483,7.85948372125077,10.9430520030502,7.59616035162119e-11,9.1179035493344e-09,14.5958842846613
"ENSMUSG00000073411",1.09528603822236,11.2838675491972,10.9344839004784,7.71763277305483e-11,9.18777855703675e-09,14.6463312363673
"ENSMUSG00000024013",4.99260978390254,-0.243205250147855,10.9131471843201,8.02893293618644e-11,9.480668452453e-09,14.002028989809
"ENSMUSG00000023079",-1.70149732290403,3.29606162048739,-10.9045082681487,8.15863841268739e-11,9.55613421821546e-09,14.8447879387618
"ENSMUSG00000031367",-1.10673427107774,4.06304824704869,-10.8136986941283,9.66059793844698e-11,1.12114016143808e-08,14.5630040522727
"ENSMUSG00000019302",2.50584669517058,1.11812036801374,10.8100710900833,9.72622282712741e-11,1.12114016143808e-08,14.573877987884
"ENSMUSG00000029810",1.99186642433467,0.935775997524745,10.7834240481602,1.0222620783512e-10,1.169081450864e-08,14.5367675759827
"ENSMUSG00000097290",-0.923491651356191,5.12995982473554,-10.7533465693817,1.08144996269851e-10,1.22710775454946e-08,14.2781265178446
"ENSMUSG00000097536",-2.38556396233605,2.86817144205893,-10.7397835185265,1.109287720109e-10,1.24893758502815e-08,14.5496781334959
"ENSMUSG00000053218",-2.57585551833709,1.03347901189842,-10.7349466167856,1.11939352699301e-10,1.25062089123435e-08,14.3891800844662
"ENSMUSG00000037805",1.23299260242678,8.36361143404197,10.7291879289239,1.13154939287052e-10,1.25455140321003e-08,14.1580102404529
"ENSMUSG00000026011",2.52957153211074,1.94490842521947,10.7242030021458,1.14218206090852e-10,1.25674638277541e-08,14.5201028193684
"ENSMUSG00000025508",1.62706521965739,9.16712608729316,10.7090513817093,1.1751381626542e-10,1.28328621611952e-08,14.1365796399015
"ENSMUSG00000030149",-2.53625390267208,4.08331665469387,-10.7037412109338,1.18691943735419e-10,1.28647894836808e-08,14.4572201978825
"ENSMUSG00000086290",1.00550753547497,5.30929786059815,10.6788410796009,1.24381330603648e-10,1.33815884865732e-08,14.1274977700406
"ENSMUSG00000090862",1.26859850252619,9.24265030090289,10.6678499657071,1.26981606199435e-10,1.35608885914749e-08,14.0574357428747
"ENSMUSG00000028234",1.70090615389254,9.17027281269129,10.6370107102217,1.34581665989226e-10,1.42676212907118e-08,13.9964107329181
"ENSMUSG00000045231",-1.47764582051756,3.70707357954857,-10.6297554157152,1.36437000435854e-10,1.43594999589156e-08,14.2602599138039
"ENSMUSG00000033446",-0.802010905699679,5.74936593873847,-10.6046996045014,1.43050050903331e-10,1.49471866138128e-08,13.9538483313695
"ENSMUSG00000028680",1.19709162855861,3.98902848086372,10.5856439754827,1.48300579502697e-10,1.53851258335512e-08,14.0962611931509
"ENSMUSG00000098905",-1.24003950069196,3.97291778692634,-10.5792783037086,1.50098589613533e-10,1.54612192591983e-08,14.1523532239992
"ENSMUSG00000047604",1.6058741142178,4.38336081934691,10.5732316504819,1.51827349340838e-10,1.55291579001855e-08,14.0532875453526
"ENSMUSG00000034349",-1.10004072297136,9.26305393399183,-10.5320078930741,1.64174933101359e-10,1.66746624361129e-08,13.8027832775858
"ENSMUSG00000027589",-0.670480696060282,6.63967543557843,-10.5110518986698,1.70845008346487e-10,1.71602176293713e-08,13.7317092864636
"ENSMUSG00000057666",0.928389743921056,7.89419030297261,10.5095962039854,1.71318614449108e-10,1.71602176293713e-08,13.7243385677996
"ENSMUSG00000031565",2.5313043728045,2.22000141644369,10.5047101369727,1.7291822102609e-10,1.72018098779653e-08,14.140950076375
"ENSMUSG00000001986",-2.09260762922086,3.06036480986636,-10.4925256865149,1.76974735712608e-10,1.74009415500976e-08,14.100719205334
"ENSMUSG00000036565",0.704011958090287,7.26782270261494,10.4915134660412,1.77316121551531e-10,1.74009415500976e-08,13.6869600563835
"ENSMUSG00000020189",-0.882598149863221,7.30927078062948,-10.4854466738306,1.79376538843029e-10,1.74849989943366e-08,13.678275947447
"ENSMUSG00000038843",2.64314914535181,-0.625848356831086,10.4793401386126,1.81475435831861e-10,1.75716615334796e-08,13.8912414105524
"ENSMUSG00000036469",3.69470930787345,0.440803920589715,10.4304182127716,1.99233740307794e-10,1.91633830743735e-08,13.5906985087222
"ENSMUSG00000029569",-0.759708845166469,5.5595088944272,-10.4169912780762,2.0441485930267e-10,1.95323777402104e-08,13.6150897257055
"ENSMUSG00000097588",-1.80721981215734,2.85200181361004,-10.4019514116786,2.10383914205733e-10,1.9971346208654e-08,13.9011567760456
"ENSMUSG00000010609",0.863437444791455,4.78878627773948,10.3551576667638,2.30133349532451e-10,2.15835358705247e-08,13.5590453909437
"ENSMUSG00000006333",0.850028624578547,10.4339520243804,10.3546918332171,2.30339304594556e-10,2.15835358705247e-08,13.4856251924655
"ENSMUSG00000027009",-1.35534129415521,9.51860888893673,-10.3498462395597,2.32492967138986e-10,2.16456913764528e-08,13.462130774419
"ENSMUSG00000052253",0.816305722809068,6.07363386506126,10.3401149148602,2.36881172909847e-10,2.19137716900804e-08,13.4223622006983
"ENSMUSG00000097729",-1.25144088940242,4.53471133976327,-10.3246318689628,2.44040133854018e-10,2.24331576208592e-08,13.5124202929117
"ENSMUSG00000096606",1.40994800547184,2.58227743040172,10.2995138310536,2.56132899946196e-10,2.33966933259029e-08,13.7042368878677
"ENSMUSG00000040751",1.80114197966885,0.669370606759162,10.2804074686436,2.65744681849652e-10,2.41229734949022e-08,13.6663984182514
"ENSMUSG00000045817",1.43422830209544,9.23008358425237,10.276131575032,2.67946284856679e-10,2.41717505668224e-08,13.3042264310299
"ENSMUSG00000012848",1.2903760866879,9.63414616329118,10.2601744271807,2.76330080505578e-10,2.47741857361915e-08,13.2752461955083
"ENSMUSG00000042104",-1.44707315621477,3.96823276921648,-10.2502681170482,2.8167063006483e-10,2.50707025567718e-08,13.4389329688026
"ENSMUSG00000034892",1.79387356314295,9.4780902974208,10.2476683980754,2.83089728677401e-10,2.50707025567718e-08,13.2478690756162
"ENSMUSG00000038421",4.61686149935435,0.317415840548211,10.2346278361515,2.90320332149376e-10,2.55552272978033e-08,13.1922642735325
"ENSMUSG00000020863",-1.3276018549154,8.04547304834545,-10.2232721820392,2.96771960880932e-10,2.59657587941847e-08,13.1772635851915
"ENSMUSG00000042406",1.10083269892119,7.00160256984932,10.1998696043672,3.10539058869991e-10,2.69006156573234e-08,13.116749430292
"ENSMUSG00000060636",1.60352734050259,8.10809446896065,10.1988376871997,3.11161073425387e-10,2.69006156573234e-08,13.1178246214742
"ENSMUSG00000044734",4.68462224338865,1.01270022277397,10.1880363126856,3.17749599655525e-10,2.73076638189162e-08,12.9687054924794
